15|62
15|25
15|59
15|79
15|77
15|55
78|62
78|87
78|31
78|18
78|94
78|49
78|84
78|85
78|76
78|67
78|22
78|72
78|23
78|56
78|13
78|27
78|37
78|54
78|68
78|15
78|51
78|96
78|33
78|71
84|87
84|49
84|23
84|33
84|94
84|47
84|85
84|27
84|62
84|68
84|76
84|15
84|18
84|31
84|36
84|22
84|56
84|11
84|72
84|71
84|37
84|54
84|96
84|64
36|55
36|79
36|42
36|77
36|34
36|25
36|14
36|17
36|97
36|44
36|53
36|21
36|89
36|88
36|24
36|51
36|32
36|67
36|19
36|59
36|66
36|13
36|98
36|78
79|34
79|37
79|18
79|59
79|98
79|17
79|13
79|89
79|66
79|97
79|19
79|24
79|78
79|25
79|84
79|14
79|31
79|32
79|77
79|55
79|51
79|67
79|42
79|44
88|34
88|78
88|59
88|31
88|42
88|37
88|66
88|32
88|79
88|55
88|25
88|98
88|51
88|89
88|77
88|19
88|67
88|17
88|97
88|44
88|14
88|24
88|84
88|13
47|36
47|19
47|79
47|51
47|14
47|17
47|89
47|21
47|88
47|66
47|77
47|78
47|24
47|97
47|42
47|53
47|25
47|32
47|59
47|34
47|13
47|98
47|55
47|44
72|62
72|68
72|85
72|64
72|36
72|11
72|71
72|22
72|56
72|47
72|49
72|53
72|76
72|21
72|87
72|88
72|27
72|54
72|79
72|15
72|94
72|23
72|33
72|96
19|33
19|49
19|72
19|84
19|17
19|15
19|31
19|94
19|34
19|67
19|76
19|23
19|18
19|22
19|66
19|85
19|32
19|62
19|13
19|78
19|37
19|56
19|51
19|98
18|56
18|11
18|72
18|88
18|87
18|53
18|96
18|62
18|49
18|15
18|27
18|33
18|64
18|76
18|22
18|85
18|21
18|54
18|71
18|23
18|47
18|94
18|36
18|68
71|14
71|88
71|17
71|19
71|44
71|42
71|77
71|54
71|11
71|79
71|66
71|59
71|36
71|55
71|64
71|53
71|97
71|24
71|21
71|25
71|89
71|47
71|34
71|98
33|23
33|94
33|11
33|71
33|54
33|68
33|47
33|55
33|62
33|22
33|96
33|87
33|27
33|89
33|64
33|59
33|88
33|77
33|76
33|15
33|53
33|21
33|36
33|79
23|59
23|11
23|25
23|68
23|42
23|47
23|27
23|79
23|55
23|64
23|62
23|21
23|36
23|77
23|54
23|53
23|14
23|89
23|15
23|71
23|88
23|96
23|94
23|87
77|42
77|19
77|37
77|18
77|17
77|85
77|44
77|51
77|72
77|31
77|32
77|84
77|14
77|98
77|25
77|24
77|67
77|97
77|13
77|49
77|34
77|66
77|56
77|78
24|32
24|33
24|98
24|22
24|49
24|37
24|31
24|13
24|23
24|51
24|78
24|66
24|34
24|85
24|19
24|56
24|62
24|18
24|15
24|76
24|17
24|67
24|84
24|72
44|22
44|13
44|51
44|76
44|23
44|19
44|32
44|56
44|97
44|17
44|24
44|84
44|66
44|18
44|78
44|34
44|31
44|37
44|85
44|72
44|33
44|98
44|67
44|49
59|24
59|77
59|44
59|25
59|67
59|14
59|51
59|78
59|18
59|72
59|17
59|37
59|56
59|66
59|34
59|84
59|19
59|31
59|13
59|42
59|89
59|32
59|98
59|97
13|54
13|18
13|72
13|27
13|11
13|62
13|68
13|94
13|87
13|67
13|64
13|15
13|33
13|37
13|76
13|84
13|31
13|56
13|96
13|49
13|85
13|22
13|71
13|23
11|32
11|21
11|77
11|34
11|17
11|89
11|98
11|36
11|79
11|97
11|78
11|42
11|66
11|88
11|24
11|19
11|51
11|47
11|55
11|14
11|59
11|25
11|53
11|44
14|51
14|97
14|78
14|33
14|72
14|25
14|31
14|17
14|44
14|42
14|24
14|84
14|66
14|19
14|56
14|13
14|37
14|18
14|98
14|34
14|32
14|67
14|85
14|49
34|31
34|78
34|37
34|23
34|15
34|68
34|49
34|67
34|51
34|76
34|85
34|96
34|56
34|33
34|94
34|84
34|87
34|22
34|27
34|72
34|18
34|13
34|32
34|62
42|18
42|51
42|76
42|56
42|66
42|44
42|97
42|13
42|33
42|72
42|25
42|34
42|17
42|24
42|31
42|84
42|85
42|37
42|78
42|19
42|49
42|98
42|67
42|32
76|59
76|71
76|77
76|15
76|54
76|23
76|22
76|96
76|53
76|14
76|62
76|79
76|21
76|55
76|27
76|64
76|87
76|68
76|36
76|11
76|47
76|89
76|88
76|94
27|25
27|79
27|71
27|42
27|47
27|14
27|53
27|36
27|66
27|11
27|87
27|55
27|21
27|64
27|88
27|54
27|19
27|97
27|59
27|24
27|89
27|77
27|44
27|96
66|32
66|84
66|68
66|98
66|76
66|94
66|15
66|33
66|22
66|72
66|37
66|56
66|85
66|49
66|13
66|31
66|34
66|78
66|51
66|67
66|18
66|23
66|62
66|17
37|27
37|22
37|15
37|11
37|33
37|76
37|23
37|36
37|21
37|49
37|96
37|56
37|68
37|87
37|71
37|62
37|54
37|31
37|64
37|72
37|18
37|94
37|47
37|85
31|47
31|27
31|72
31|23
31|49
31|56
31|54
31|87
31|68
31|71
31|15
31|96
31|22
31|85
31|76
31|36
31|64
31|11
31|18
31|53
31|62
31|33
31|21
98|62
98|32
98|13
98|31
98|85
98|51
98|72
98|27
98|15
98|67
98|22
98|23
98|18
98|33
98|84
98|78
98|94
98|68
98|96
98|56
98|34
98|76
25|67
25|33
25|32
25|13
25|84
25|49
25|72
25|34
25|78
25|98
25|24
25|37
25|85
25|51
25|97
25|66
25|18
25|76
25|19
25|56
25|31
89|49
89|17
89|42
89|67
89|56
89|37
89|97
89|51
89|34
89|77
89|44
89|31
89|25
89|19
89|24
89|98
89|78
89|14
89|18
89|13
97|78
97|66
97|49
97|34
97|17
97|56
97|85
97|37
97|32
97|24
97|19
97|15
97|13
97|18
97|72
97|22
97|98
97|84
97|76
94|42
94|88
94|21
94|27
94|44
94|14
94|77
94|64
94|79
94|87
94|97
94|24
94|68
94|25
94|54
94|59
94|55
94|71
56|85
56|15
56|79
56|21
56|53
56|96
56|47
56|94
56|36
56|54
56|49
56|27
56|87
56|68
56|71
56|22
56|55
67|31
67|18
67|71
67|11
67|96
67|37
67|85
67|15
67|22
67|76
67|27
67|68
67|49
67|94
67|64
67|23
87|77
87|79
87|88
87|17
87|36
87|54
87|25
87|66
87|44
87|14
87|55
87|97
87|59
87|89
87|64
17|22
17|13
17|23
17|67
17|76
17|33
17|31
17|56
17|85
17|98
17|78
17|15
17|34
17|32
32|23
32|84
32|49
32|22
32|62
32|68
32|85
32|27
32|51
32|13
32|37
32|18
32|33
49|54
49|27
49|47
49|11
49|55
49|21
49|64
49|22
49|62
49|94
49|59
49|76
64|21
64|11
64|77
64|19
64|66
64|17
64|47
64|32
64|88
64|14
64|42
96|88
96|54
96|19
96|97
96|59
96|24
96|36
96|89
96|14
96|11
53|25
53|66
53|98
53|37
53|42
53|13
53|97
53|88
53|89
55|32
55|72
55|18
55|17
55|67
55|19
55|37
55|78
54|36
54|98
54|53
54|34
54|66
54|17
54|59
51|62
51|49
51|56
51|67
51|96
51|54
85|33
85|53
85|71
85|76
85|36
22|11
22|64
22|89
22|88
21|44
21|25
21|32
68|42
68|97
62|77
